,Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent
6165,6166,2022-10-30,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10002508,20,20,3,3
6166,6167,2022-05-15,First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Accessories,TEC-AC-10002647,160,170,2,5
6167,6168,2023-03-08,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10002377,110,120,3,5
6168,6169,2023-05-31,Second Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10004530,20,20,2,2
6169,6170,2023-04-20,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10002986,10,10,2,3
6170,6171,2023-01-29,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000948,30,30,3,5
6171,6172,2023-03-31,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10001545,0,0,2,5
6172,6173,2023-08-27,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10001758,20,30,5,5
6173,6174,2022-11-02,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Accessories,TEC-AC-10003237,20,20,2,5
6174,6175,2023-01-11,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10002011,710,840,2,3
6175,6176,2023-05-19,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,FUR-CH-10000309,1420,1690,4,3
6176,6177,2022-05-28,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10002444,80,90,7,2
6177,6178,2022-02-12,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,OFF-EN-10001453,100,120,2,5
6178,6179,2022-02-23,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10001801,20,20,4,2
6179,6180,2022-01-04,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10000563,60,60,2,3
6180,6181,2022-09-15,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Phones,TEC-PH-10000369,510,630,5,3
6181,6182,2023-11-23,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Phones,TEC-PH-10002538,90,110,3,2
6182,6183,2022-09-20,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,OFF-BI-10000050,10,10,2,5
6183,6184,2023-05-13,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10004186,710,890,8,3
6184,6185,2022-06-14,First Class,Home Office,United States,Portland,Oregon,97206,West,Furniture,Chairs,FUR-CH-10004218,380,400,5,5
6185,6186,2022-05-20,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,OFF-AR-10002952,100,110,10,4
6186,6187,2022-05-20,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10003058,60,70,3,5
6187,6188,2022-07-14,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003963,20,30,6,2
6188,6189,2023-05-15,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10001955,110,120,6,4
6189,6190,2023-03-12,Standard Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Technology,Phones,TEC-PH-10004345,360,380,4,3
6190,6191,2023-08-13,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10003192,750,800,9,5
6191,6192,2022-08-16,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10001325,30,30,3,2
6192,6193,2022-10-07,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000019,20,30,5,2
6193,6194,2022-10-18,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10003429,10,10,5,5
6194,6195,2023-01-18,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000176,70,80,5,3
6195,6196,2022-01-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10004165,300,330,2,3
6196,6197,2023-05-08,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10000352,60,70,3,3
6197,6198,2022-01-25,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10000726,50,60,7,4
6198,6199,2023-10-05,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,TEC-PH-10001536,50,50,3,2
6199,6200,2023-02-09,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001790,80,100,2,5
6200,6201,2023-05-05,Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Copiers,TEC-CO-10001766,1370,1440,4,3
6201,6202,2022-01-24,Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Accessories,TEC-AC-10004396,30,40,3,5
6202,6203,2023-06-20,Standard Class,Consumer,United States,Apple Valley,California,92307,West,Furniture,Chairs,FUR-CH-10001708,460,560,5,4
6203,6204,2023-10-26,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10001305,190,240,8,4
6204,6205,2023-11-12,First Class,Home Office,United States,Marion,Ohio,43302,East,Furniture,Furnishings,FUR-FU-10002885,10,10,2,2
6205,6206,2022-11-30,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000726,50,50,7,5
6206,6207,2023-05-31,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,OFF-FA-10003112,30,30,4,2
6207,6208,2023-05-29,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,FUR-CH-10002372,50,60,1,2
6208,6209,2022-08-08,Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Storage,OFF-ST-10000563,50,50,2,5
6209,6210,2023-01-07,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10003925,2260,2790,9,2
6210,6211,2023-09-10,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10003306,890,1000,7,3
6211,6212,2023-02-14,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10001475,60,70,3,4
6212,6213,2023-07-09,Second Class,Consumer,United States,Longview,Washington,98632,West,Office Supplies,Fasteners,OFF-FA-10003495,20,20,3,2
6213,6214,2022-08-01,Second Class,Consumer,United States,Longview,Washington,98632,West,Office Supplies,Appliances,OFF-AP-10004708,70,80,2,3
6214,6215,2022-08-15,Standard Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Envelopes,OFF-EN-10001219,10,10,1,4
6215,6216,2023-07-05,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10000087,60,70,3,2
6216,6217,2022-12-10,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10001539,50,60,8,2
6217,6218,2023-03-07,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,TEC-PH-10004897,20,30,3,3
6218,6219,2023-12-20,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,TEC-PH-10001300,110,130,6,5
6219,6220,2022-08-27,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,TEC-PH-10001557,170,190,2,3
6220,6221,2022-01-02,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Storage,OFF-ST-10000617,20,20,7,2
6221,6222,2023-12-29,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,OFF-LA-10000121,60,60,9,4
6222,6223,2022-01-29,Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Furniture,Furnishings,FUR-FU-10000087,60,70,4,4
6223,6224,2022-12-06,Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Art,OFF-AR-10000422,10,10,7,3
6224,6225,2022-10-29,Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Storage,OFF-ST-10004123,180,220,3,2
6225,6226,2023-06-15,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Furniture,Bookcases,FUR-BO-10003660,60,70,1,4
6226,6227,2023-10-21,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Furniture,Chairs,FUR-CH-10000422,260,290,4,2
6227,6228,2022-01-11,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Technology,Phones,TEC-PH-10002923,80,90,3,4
6228,6229,2023-07-06,Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10004093,90,110,4,4
6229,6230,2022-11-26,Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,TEC-AC-10000171,50,60,3,2
6230,6231,2022-06-14,Standard Class,Consumer,United States,Waterloo,Iowa,50701,Central,Office Supplies,Art,OFF-AR-10001166,30,30,4,5
6231,6232,2022-12-18,Same Day,Consumer,United States,Seattle,Washington,98105,West,Furniture,Chairs,FUR-CH-10003199,150,180,2,3
6232,6233,2023-01-22,Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10002005,20,20,3,5
6233,6234,2023-02-17,Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10004101,70,70,11,3
6234,6235,2022-06-08,Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10004600,1190,1470,5,3
6235,6236,2023-04-08,Same Day,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10000127,60,80,5,3
6236,6237,2022-02-11,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,OFF-EN-10004386,60,60,3,2
6237,6238,2022-05-28,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004506,20,30,4,3
6238,6239,2022-10-25,Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,FUR-FU-10004597,140,170,3,2
6239,6240,2022-03-26,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,OFF-ST-10001496,300,360,2,4
6240,6241,2022-02-15,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10004236,10,10,1,4
6241,6242,2022-09-27,Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,FUR-FU-10001185,230,250,8,2
6242,6243,2022-07-08,Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,OFF-BI-10000977,20,20,2,5
6243,6244,2022-08-06,Standard Class,Home Office,United States,Bellevue,Washington,98006,West,Office Supplies,Supplies,OFF-SU-10004782,30,30,3,3
6244,6245,2023-09-13,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10002067,100,120,6,4
6245,6246,2023-07-16,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10002364,20,20,3,2
6246,6247,2022-02-14,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10002018,10,10,2,5
6247,6248,2023-01-26,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,OFF-BI-10000632,40,40,1,4
6248,6249,2022-04-26,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,FUR-FU-10003981,10,10,3,4
6249,6250,2023-10-12,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,OFF-AP-10001564,390,470,2,4
6250,6251,2023-01-22,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10004082,10,10,1,4
6251,6252,2023-06-20,First Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,OFF-AP-10004249,0,0,1,2
6252,6253,2022-05-20,Same Day,Home Office,United States,Marietta,Georgia,30062,South,Office Supplies,Paper,OFF-PA-10003441,60,60,9,5
6253,6254,2023-11-15,Same Day,Home Office,United States,Marietta,Georgia,30062,South,Technology,Phones,TEC-PH-10004922,180,200,3,5
6254,6255,2022-02-26,Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,FUR-FU-10001731,20,20,8,3
6255,6256,2023-03-21,Standard Class,Corporate,United States,Plano,Texas,75023,Central,Office Supplies,Labels,OFF-LA-10000134,10,10,4,3
6256,6257,2023-06-06,Second Class,Home Office,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,OFF-BI-10003166,0,0,1,3
6257,6258,2022-07-11,Second Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,OFF-SU-10000646,360,380,2,5
6258,6259,2023-09-09,Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Envelopes,OFF-EN-10004459,20,20,3,5
6259,6260,2022-08-02,Second Class,Consumer,United States,Richmond,Indiana,47374,Central,Office Supplies,Binders,OFF-BI-10003529,10,10,4,4
6260,6261,2023-11-01,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10002949,10,10,3,2
6261,6262,2022-06-23,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,OFF-LA-10001158,30,40,4,3
6262,6263,2023-12-20,First Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,OFF-BI-10004584,400,440,7,3
6263,6264,2023-05-22,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10004965,30,30,3,3
6264,6265,2023-05-11,Same Day,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10004654,30,30,5,5
6265,6266,2022-11-03,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,OFF-PA-10000141,0,0,2,2
6266,6267,2022-01-29,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,OFF-PA-10001019,120,140,9,4
6267,6268,2023-08-10,Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Technology,Phones,TEC-PH-10002496,290,310,2,2
6268,6269,2023-12-25,Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Binders,OFF-BI-10000829,20,20,5,3
6269,6270,2023-03-28,Standard Class,Corporate,United States,Oakland,California,94601,West,Technology,Phones,TEC-PH-10001448,30,40,1,2
6270,6271,2023-06-03,Standard Class,Corporate,United States,Oakland,California,94601,West,Furniture,Chairs,FUR-CH-10004983,1030,1160,9,2
6271,6272,2022-10-29,Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Art,OFF-AR-10004022,170,180,5,3
6272,6273,2022-04-27,First Class,Corporate,United States,Palatine,Illinois,60067,Central,Technology,Accessories,TEC-AC-10001284,100,120,7,4
6273,6274,2023-01-30,Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10001847,10,10,3,5
6274,6275,2022-11-26,Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10004595,400,430,3,5
6275,6276,2022-09-22,Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10004164,20,20,5,3
6276,6277,2022-02-20,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,OFF-LA-10001074,80,90,7,4
6277,6278,2023-05-27,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10000604,60,70,2,2
6278,6279,2023-01-24,Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10000148,20,20,2,4
6279,6280,2023-02-26,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10000042,10,10,3,5
6280,6281,2022-04-27,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Labels,OFF-LA-10000443,10,10,2,3
6281,6282,2022-10-16,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Furnishings,FUR-FU-10002874,50,60,2,3
6282,6283,2023-03-07,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Storage,OFF-ST-10003994,120,140,3,5
6283,6284,2022-09-07,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,OFF-EN-10001453,280,300,5,3
6284,6285,2023-09-05,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10000988,490,560,5,3
6285,6286,2023-01-28,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Tables,FUR-TA-10003238,590,660,2,3
6286,6287,2023-11-07,Standard Class,Home Office,United States,Lebanon,Tennessee,37087,South,Technology,Phones,TEC-PH-10001061,200,240,3,5
6287,6288,2022-05-18,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,FUR-TA-10003715,460,500,3,5
6288,6289,2022-05-11,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001597,160,200,6,3
6289,6290,2023-10-01,Second Class,Home Office,United States,Chico,California,95928,West,Furniture,Chairs,FUR-CH-10004063,790,920,4,3
6290,6291,2022-04-04,Second Class,Home Office,United States,Chico,California,95928,West,Furniture,Furnishings,FUR-FU-10001979,280,330,8,2
6291,6292,2023-03-09,First Class,Consumer,United States,Salem,Virginia,24153,South,Furniture,Chairs,FUR-CH-10001854,610,700,2,4
6292,6293,2022-08-26,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10002923,70,90,3,5
6293,6294,2022-10-07,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10004691,50,60,3,4
6294,6295,2022-02-15,First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10002931,30,30,1,3
6295,6296,2022-08-17,Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Appliances,OFF-AP-10002651,1570,1740,6,2
6296,6297,2023-11-26,Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Storage,OFF-ST-10000689,670,700,5,2
6297,6298,2022-05-23,Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Paper,OFF-PA-10003302,120,140,4,3
6298,6299,2022-01-02,Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Binders,OFF-BI-10001460,40,40,3,4
6299,6300,2022-03-05,First Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10003489,30,30,3,5
6300,6301,2023-09-05,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10002794,20,20,3,4
6301,6302,2023-06-04,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,OFF-EN-10000461,10,10,2,5
6302,6303,2023-10-01,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Phones,TEC-PH-10001305,190,200,5,2
6303,6304,2022-09-19,Second Class,Home Office,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,OFF-PA-10000167,60,70,3,3
6304,6305,2022-05-19,Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002947,10,10,1,2
6305,6306,2022-04-07,Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Supplies,OFF-SU-10002301,20,20,7,4
6306,6307,2022-11-29,Second Class,Corporate,United States,Eugene,Oregon,97405,West,Furniture,Chairs,FUR-CH-10003298,80,100,1,5
6307,6308,2022-07-21,Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Paper,OFF-PA-10004353,40,50,3,5
6308,6309,2023-08-27,Second Class,Corporate,United States,Eugene,Oregon,97405,West,Furniture,Chairs,FUR-CH-10000229,570,650,3,3
6309,6310,2023-11-08,Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Labels,OFF-LA-10003930,600,630,8,4
6310,6311,2023-04-24,Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Paper,OFF-PA-10000176,20,20,1,4
6311,6312,2022-07-09,Standard Class,Consumer,United States,Oxnard,California,93030,West,Furniture,Furnishings,FUR-FU-10004006,120,130,3,2
6312,6313,2022-01-19,Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Storage,OFF-ST-10001932,520,580,3,3
6313,6314,2022-12-26,Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Technology,Phones,TEC-PH-10000923,10,10,1,2
6314,6315,2023-03-08,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,OFF-AR-10000380,120,150,4,4
6315,6316,2022-01-21,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Labels,OFF-LA-10003930,180,200,2,4
6316,6317,2022-07-23,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,OFF-PA-10001815,120,140,3,5
6317,6318,2023-11-08,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,OFF-PA-10004082,20,20,2,4
6318,6319,2022-09-23,Second Class,Corporate,United States,Laguna Niguel,California,92677,West,Technology,Phones,TEC-PH-10004071,40,40,5,2
6319,6320,2023-02-27,Second Class,Corporate,United States,Laguna Niguel,California,92677,West,Office Supplies,Paper,OFF-PA-10002377,20,30,6,4
6320,6321,2023-07-07,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10001800,10,10,2,5
6321,6322,2022-05-31,Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Binders,OFF-BI-10002764,10,10,3,3
6322,6323,2022-11-13,Second Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Envelopes,OFF-EN-10004459,20,20,2,3
6323,6324,2023-04-27,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Machines,TEC-MA-10000423,60,70,3,3
6324,6325,2023-09-01,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10002986,20,30,5,4
6325,6326,2022-07-11,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,OFF-EN-10001434,180,210,4,2
6326,6327,2023-12-14,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,OFF-ST-10000760,10,10,1,4
6327,6328,2022-01-19,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,FUR-FU-10002918,250,270,3,2
6328,6329,2022-10-02,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,OFF-BI-10000605,20,20,5,2
6329,6330,2023-07-25,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Appliances,OFF-AP-10002311,230,250,4,4
6330,6331,2022-12-06,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,OFF-ST-10003123,60,70,2,5
6331,6332,2022-08-16,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,OFF-AR-10004456,30,40,3,5
6332,6333,2022-07-15,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,FUR-FU-10002268,10,10,3,3
6333,6334,2023-08-22,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,OFF-BI-10004364,30,30,5,4
6334,6335,2023-03-17,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001970,40,50,4,2
6335,6336,2023-05-15,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10002954,20,20,5,5
6336,6337,2023-06-20,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,FUR-FU-10000672,50,50,4,5
6337,6338,2023-02-13,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10004908,290,340,5,5
6338,6339,2022-02-22,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10003095,70,90,4,2
6339,6340,2023-04-07,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10002880,180,220,2,4
6340,6341,2022-02-21,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Machines,TEC-MA-10001047,4520,5200,4,5
6341,6342,2022-04-14,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,OFF-ST-10002554,140,160,4,4
6342,6343,2023-03-03,First Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,TEC-AC-10004469,100,120,3,4
6343,6344,2022-12-08,First Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,OFF-BI-10000309,20,30,2,2
6344,6345,2022-04-03,First Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,OFF-BI-10001765,60,70,2,5
6345,6346,2023-10-10,First Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Phones,TEC-PH-10001619,540,590,3,4
6346,6347,2022-10-03,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10002034,20,20,5,4
6347,6348,2023-01-02,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10000309,10,10,1,3
6348,6349,2023-05-24,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10000876,40,40,3,2
6349,6350,2022-11-06,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Supplies,OFF-SU-10002573,30,40,2,3
6350,6351,2023-04-03,Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,FUR-FU-10004622,100,110,5,3
6351,6352,2022-01-17,Standard Class,Corporate,United States,Miami,Florida,33178,South,Technology,Phones,TEC-PH-10002549,330,360,2,5
6352,6353,2023-04-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10004209,0,0,1,3
6353,6354,2022-05-09,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,OFF-AP-10001962,10,10,1,4
6354,6355,2023-06-10,Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10002922,310,340,2,2
6355,6356,2022-07-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10000642,70,80,5,3
6356,6357,2023-09-12,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10001757,20,20,5,5
6357,6358,2023-05-29,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10004621,30,30,4,5
6358,6359,2022-11-24,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10002262,10,10,1,5
6359,6360,2023-12-18,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Phones,TEC-PH-10004100,80,90,6,3
6360,6361,2023-04-13,Standard Class,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Art,OFF-AR-10003582,50,60,2,2
